128 22
160 28
200 17
250 23
312 71
390 89
487 106
608 148
760 184
950 110
1187 311
1483 183
1853 246
2316 344
2895 438
3618 578
4522 773
5652 1082
7065 1575
8831 2087
11038 2930
13797 4195
17246 6041
21557 8657
26946 12590
33682 18484
42102 27897
52627 45868
65783 65573
82228 101103
102785 155575
128481 241431
160601 382535
200751 616064
250938 1036205
313672 1758848
392090 4147197
490112 8109671
612640 14678159
765800 26109964
