128 28
160 15
200 22
250 25
312 78
390 47
487 57
608 174
760 222
950 159
1187 168
1483 237
1853 396
2316 817
2895 1133
3618 1524
4522 1034
5652 1245
7065 4143
8831 2900
11038 3326
13797 4496
17246 6798
21557 9134
26946 13976
33682 29975
42102 29869
52627 42879
65783 67044
82228 102408
102785 157595
128481 241280
160601 377269
200751 594498
250938 977826
313672 1770350
392090 3639345
490112 7203157
612640 13131618
765800 23143142
