128 81
160 43
200 122
250 73
312 262
390 272
487 299
608 548
760 610
950 600
1187 1033
1483 869
1853 1456
2316 1863
2895 3232
3618 2124
4522 2871
5652 4325
7065 5218
8831 7614
11038 10564
13797 15794
17246 22405
21557 34319
26946 52609
33682 74395
42102 121600
52627 171567
65783 265224
82228 410051
102785 651592
128481 986720
160601 1544001
200751 2451799
250938 4003404
313672 7314007
392090 13534149
490112 26705186
