100000 0.17
200000 0.43
300000 0.77
400000 1.18
500000 1.46
600000 1.85
700000 2.46
800000 2.76
900000 3.03
1000000 3.13
1100000 3.65
1200000 3.92
1300000 4.19
1400000 4.69
1500000 4.93
1600000 5.44
1700000 5.66
1800000 6.02
1900000 6.37
2000000 6.70
2100000 7.33
2200000 7.76
2300000 7.86
2400000 8.48
2500000 8.74
